1754437953.743268: {"orientation": {"x": 40.19, "y": 42.31, "z": -123.25}, "gyro": {"x": -0.03, "y": 0.02, "z": 0.01}, "linear_accel": {"x": -0.03, "y": 0.03, "z": 0.23}, "mag": {"x": -14.38, "y": 7.56, "z": 12.06}, "accel": {"x": 6.57, "y": 6.09, "z": -3.73}, "gravity": {"x": 6.6, "y": 6.05, "z": -3.97}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437953.762433: {"orientation": {"x": 40.12, "y": 42.38, "z": -123.19}, "gyro": {"x": 0.01, "y": 0.02, "z": 0.0}, "linear_accel": {"x": -0.04, "y": 0.01, "z": 0.27}, "mag": {"x": -14.0, "y": 7.56, "z": 10.69}, "accel": {"x": 6.57, "y": 5.99, "z": -3.77}, "gravity": {"x": 6.6, "y": 6.05, "z": -3.97}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437953.77848: {"orientation": {"x": 40.12, "y": 42.31, "z": -123.25}, "gyro": {"x": 0.05, "y": -0.01, "z": -0.02}, "linear_accel": {"x": -0.12, "y": 0.04, "z": -0.05}, "mag": {"x": -14.0, "y": 7.56, "z": 10.69}, "accel": {"x": 6.48, "y": 6.1, "z": -4.03}, "gravity": {"x": 6.6, "y": 6.05, "z": -3.98}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437953.803561: {"orientation": {"x": 40.12, "y": 42.31, "z": -123.31}, "gyro": {"x": -0.01, "y": -0.0, "z": -0.01}, "linear_accel": {"x": -0.1, "y": 0.14, "z": -0.05}, "mag": {"x": -14.0, "y": 7.56, "z": 10.69}, "accel": {"x": 6.49, "y": 6.2, "z": -4.03}, "gravity": {"x": 6.6, "y": 6.05, "z": -3.98}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437953.830274: {"orientation": {"x": 40.12, "y": 42.31, "z": -123.25}, "gyro": {"x": -0.04, "y": 0.03, "z": 0.02}, "linear_accel": {"x": -0.04, "y": 0.0, "z": 0.12}, "mag": {"x": -15.19, "y": 7.56, "z": 11.19}, "accel": {"x": 6.55, "y": 6.06, "z": -3.84}, "gravity": {"x": 6.6, "y": 6.06, "z": -3.97}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437953.853894: {"orientation": {"x": 40.06, "y": 42.31, "z": -123.25}, "gyro": {"x": 0.13, "y": 0.01, "z": -0.02}, "linear_accel": {"x": -0.14, "y": -0.11, "z": 0.35}, "mag": {"x": -15.19, "y": 7.56, "z": 11.19}, "accel": {"x": 6.46, "y": 5.93, "z": -3.61}, "gravity": {"x": 6.6, "y": 6.05, "z": -3.97}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437953.879248: {"orientation": {"x": 39.88, "y": 42.25, "z": -123.5}, "gyro": {"x": 0.21, "y": -0.04, "z": -0.05}, "linear_accel": {"x": -0.04, "y": -0.04, "z": 0.05}, "mag": {"x": -13.69, "y": 7.56, "z": 10.25}, "accel": {"x": 6.43, "y": 6.13, "z": -4.22}, "gravity": {"x": 6.59, "y": 6.04, "z": -4.01}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437953.905674: {"orientation": {"x": 39.81, "y": 42.19, "z": -123.62}, "gyro": {"x": 0.02, "y": -0.03, "z": -0.02}, "linear_accel": {"x": -0.18, "y": 0.16, "z": -0.35}, "mag": {"x": -13.69, "y": 7.56, "z": 10.25}, "accel": {"x": 6.4, "y": 6.2, "z": -4.38}, "gravity": {"x": 6.58, "y": 6.04, "z": -4.02}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437953.9428759: {"orientation": {"x": 39.81, "y": 42.19, "z": -123.62}, "gyro": {"x": -0.07, "y": -0.0, "z": 0.04}, "linear_accel": {"x": -0.12, "y": -0.03, "z": 0.03}, "mag": {"x": -13.69, "y": 8.0, "z": 11.56}, "accel": {"x": 6.46, "y": 6.0, "z": -3.98}, "gravity": {"x": 6.59, "y": 6.04, "z": -4.02}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437953.9555998: {"orientation": {"x": 39.88, "y": 42.25, "z": -123.56}, "gyro": {"x": -0.08, "y": -0.01, "z": 0.04}, "linear_accel": {"x": -0.05, "y": -0.05, "z": 0.14}, "mag": {"x": -13.69, "y": 8.0, "z": 11.56}, "accel": {"x": 6.54, "y": 5.98, "z": -3.87}, "gravity": {"x": 6.59, "y": 6.04, "z": -4.01}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437953.963186: {"orientation": {"x": 40.0, "y": 42.25, "z": -123.5}, "gyro": {"x": -0.04, "y": -0.03, "z": 0.02}, "linear_accel": {"x": -0.06, "y": -0.01, "z": 0.15}, "mag": {"x": -14.75, "y": 8.0, "z": 11.19}, "accel": {"x": 6.53, "y": 6.02, "z": -3.85}, "gravity": {"x": 6.59, "y": 6.04, "z": -4.01}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437953.989841: {"orientation": {"x": 40.0, "y": 42.25, "z": -123.56}, "gyro": {"x": 0.02, "y": -0.04, "z": 0.01}, "linear_accel": {"x": -0.05, "y": 0.04, "z": 0.06}, "mag": {"x": -14.75, "y": 8.0, "z": 11.19}, "accel": {"x": 6.5, "y": 6.07, "z": -3.94}, "gravity": {"x": 6.59, "y": 6.04, "z": -4.01}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437954.0110762: {"orientation": {"x": 40.0, "y": 42.19, "z": -123.69}, "gyro": {"x": 0.05, "y": -0.03, "z": -0.01}, "linear_accel": {"x": -0.1, "y": 0.05, "z": 0.01}, "mag": {"x": -14.0, "y": 7.56, "z": 9.75}, "accel": {"x": 6.49, "y": 6.09, "z": -4.0}, "gravity": {"x": 6.59, "y": 6.04, "z": -4.02}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437954.041513: {"orientation": {"x": 40.0, "y": 42.19, "z": -123.75}, "gyro": {"x": 0.01, "y": -0.04, "z": 0.01}, "linear_accel": {"x": -0.09, "y": 0.08, "z": -0.04}, "mag": {"x": -14.0, "y": 7.56, "z": 9.75}, "accel": {"x": 6.49, "y": 6.12, "z": -4.08}, "gravity": {"x": 6.58, "y": 6.03, "z": -4.03}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437954.052278: {"orientation": {"x": 40.06, "y": 42.19, "z": -123.75}, "gyro": {"x": -0.03, "y": -0.02, "z": 0.02}, "linear_accel": {"x": -0.02, "y": 0.01, "z": 0.09}, "mag": {"x": -14.0, "y": 7.56, "z": 9.75}, "accel": {"x": 6.56, "y": 6.05, "z": -3.93}, "gravity": {"x": 6.58, "y": 6.03, "z": -4.03}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437954.087886: {"orientation": {"x": 40.06, "y": 42.19, "z": -123.75}, "gyro": {"x": -0.03, "y": -0.01, "z": 0.02}, "linear_accel": {"x": 0.14, "y": 0.12, "z": 0.15}, "mag": {"x": -14.75, "y": 7.25, "z": 10.25}, "accel": {"x": 6.73, "y": 6.16, "z": -3.87}, "gravity": {"x": 6.59, "y": 6.03, "z": -4.03}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437954.102396: {"orientation": {"x": 40.12, "y": 42.19, "z": -123.75}, "gyro": {"x": 0.05, "y": -0.04, "z": -0.0}, "linear_accel": {"x": 0.09, "y": 0.12, "z": 0.04}, "mag": {"x": -14.75, "y": 7.25, "z": 10.25}, "accel": {"x": 6.68, "y": 6.16, "z": -3.99}, "gravity": {"x": 6.58, "y": 6.03, "z": -4.04}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
